start,end,deviceid,com_select,mobilization_datetime,mobilization_venue,Engagement_datetime,engagement_venue,latitude,longitude,altitude,precision,_uuid,_submission_time,_index,communityid,SNO,state,lga,ward,community_name,state_shp,lga_shp,ward_shp,community
05mar2026,05mar2026,collect:Bu0vAC9cjPUc987t,1001554,05mar2026,HERE KANWURI ,12mar2026,HERE KANWURI ,13.2797748,4.8775267,274.164,4.725,c03e5c0a-275e-4ec0-87ea-65afe6c42d18,05mar2026,18,1001554,7,SOKOTO,BINJI,JAMALI,HERE,2049. SOKOTO,24019. BINJI,9991. JAMALI,1001554. HERE
05mar2026,05mar2026,collect:Bu0vAC9cjPUc987t,1001559,05mar2026,BAKIN MASALLACHI ,10mar2026,HILIN MASALLACHI ,13.2867164,4.8586433,274.164,3.962,3210b69e-d46a-4b0a-9366-aaa094037a99,05mar2026,17,1001559,1,SOKOTO,BINJI,JAMALI,TAKA LAHIYA,2049. SOKOTO,24019. BINJI,9991. JAMALI,1001559. TAKA LAHIYA
05mar2026,05mar2026,collect:Bu0vAC9cjPUc987t,1001561,05mar2026,TUNGA HILIN KALIHU,08mar2026,TUNGA HILIN KALIHU ,13.2705355,4.8818892,284.779,1.551,0870cec4-5a22-4fe2-8ec2-e3fcf3074a0e,05mar2026,16,1001561,6,SOKOTO,BINJI,JAMALI,TUNGA,2049. SOKOTO,24019. BINJI,9991. JAMALI,1001561. TUNGA
06mar2026,06mar2026,collect:niwG5ChnhBflP27e,1001564,08mar2026,Bakin masallaci ,08mar2026,Bakin masallaci ,13.1562928,4.8683012,263,4.9,aefd9497-9f0a-4c68-a672-cccc3a22cbb4,06mar2026,53,1001564,18,SOKOTO,BINJI,SORON G,GIDAN BAYYA,2049. SOKOTO,24019. BINJI,9992. SORON G,1001564. GIDAN BAYYA
06mar2026,06mar2026,collect:niwG5ChnhBflP27e,1001570,06mar2026,Kanwuri area ,09mar2026,Kanwuri area,13.1474722,4.8579576,273,4,13d3fd76-133e-467d-9a6c-cd7a3bc7cb46,06mar2026,54,1001570,12,SOKOTO,BINJI,SORON G,JAREDI,2049. SOKOTO,24019. BINJI,9992. SORON G,1001570. JAREDI
06mar2026,06mar2026,collect:Z6caSSspXzjk1OlY,1001571,12mar2026,Garka maigari ,12mar2026,Village head ,13.1352729,4.8693546,267.9,4.58,d1e35c26-e06a-4725-8863-64346471908f,06mar2026,51,1001571,14,SOKOTO,BINJI,SORON G,KADI,2049. SOKOTO,24019. BINJI,9992. SORON G,1001571. KADI
06mar2026,06mar2026,collect:Z6caSSspXzjk1OlY,1001575,11mar2026,Masallachi,11mar2026,Masallachi ,13.163786,4.9292454,294.7,4.883,55a2bff9-ccb5-40a3-9d72-877421ff9d16,06mar2026,52,1001575,13,SOKOTO,BINJI,SORON G,MALO,2049. SOKOTO,24019. BINJI,9992. SORON G,1001575. MALO
06mar2026,06mar2026,collect:niwG5ChnhBflP27e,1001580,06mar2026,Kanwuri area,06mar2026,Kanwuri area,13.154325,4.83562,242.5,4.2,32bd1e73-05c7-4dce-a8c3-f1cc0c5c5fbc,06mar2026,55,1001580,10,SOKOTO,BINJI,SORON G,TUNNA,2049. SOKOTO,24019. BINJI,9992. SORON G,1001580. TUNNA
05mar2026,05mar2026,collect:AGcVscLCd142HBWT,1001581,05mar2026,Garkar Mai gari,06mar2026,Garkar Mai gari ,13.3195233,4.2142867,264.8,4.7,b74e0d75-afd6-4e15-89ee-e524e17e3cfb,05mar2026,15,1001581,56,SOKOTO,GUDU,CHILAS,CHILAS DANFILI,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001581. CHILAS DANFILI
05mar2026,07mar2026,collect:LI6LAF9fgBCNZUWj,1001582,06mar2026,Bakin masallaci garkar dan abba,08mar2026,Garkar dan abba,13.2556012,4.357911,283.039,1.818,6412c3af-dc0f-4838-97a6-b677549eda3a,07mar2026,77,1001582,52,SOKOTO,GUDU,CHILAS,DANGADABRO,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001582. DANGADABRO
06mar2026,07mar2026,collect:LI6LAF9fgBCNZUWj,1001583,06mar2026,Dangadabro da fili,08mar2026,Masallaci,13.2531854,4.3588254,325.333,1.468,c30acba2-de0d-4ee0-8bd3-7c51dfea1c3a,07mar2026,78,1001583,53,SOKOTO,GUDU,CHILAS,DANGADABRO DAN FILI,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001583. DANGADABRO DAN FILI
06mar2026,07mar2026,collect:LI6LAF9fgBCNZUWj,1001584,06mar2026,Makarantar Mallam ummaru,08mar2026,Makarantar Mallam ummaru,13.2758192,4.3379509,325.333,1.49,2fafa601-ccb2-42c7-90d6-31c5802c6566,07mar2026,79,1001584,51,SOKOTO,GUDU,CHILAS,INGILA ZOMO,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001584. INGILA ZOMO
05mar2026,05mar2026,collect:nQdoYRTszFzV9fgT,1001585,05mar2026,Danfilin kasaura,07mar2026,Danfilin kasaura,13.2817942,4.1981308,255.1,4.8,720b3bcf-d5df-415d-a3a7-86355b8f963e,05mar2026,42,1001585,47,SOKOTO,GUDU,CHILAS,KASAURA DANFILI,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001585. KASAURA DANFILI
05mar2026,05mar2026,collect:AGcVscLCd142HBWT,1001586,05mar2026,Garkar Mai gari ,07mar2026,Garkar Mai gari ,13.2815183,4.1940033,235.7,4.483,45f375ea-c477-4796-9bdc-a9d1eaf875bb,05mar2026,44,1001586,48,SOKOTO,GUDU,CHILAS,KASAURA KWARE,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001586. KASAURA KWARE
05mar2026,05mar2026,collect:nQdoYRTszFzV9fgT,1001588,06mar2026,Garkar maigari ibrahim,06mar2026,Garkar maigari ibrahim,13.3183656,4.2150743,256,4.866,796c75af-e15f-41e5-a23a-025f5bb4dff8,05mar2026,41,1001588,49,SOKOTO,GUDU,CHILAS,SABON GARIN CHILAS,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001588. SABON GARIN CHILAS
05mar2026,05mar2026,collect:AGcVscLCd142HBWT,1001589,05mar2026,Garkar Mai gari ,07mar2026,Garkar Mai gari ,13.2793133,4.1641183,283.9,4.2,65df7061-fe67-40e2-8b24-7a46e9295204,05mar2026,43,1001589,50,SOKOTO,GUDU,CHILAS,TAMARUSA,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001589. TAMARUSA
05mar2026,05mar2026,collect:p9UYc5KXnItfPOQp,1001590,06mar2026,Garkar Maiyaki,06mar2026,Garkar Maiyaki ,13.3187629,4.2146157,277.5,3.433,563f78a4-d92d-4f1e-987f-7a0971aa0a77,05mar2026,4,1001590,55,SOKOTO,GUDU,CHILAS,TANGAZAWA,2049. SOKOTO,24024. GUDU,8146. CHILAS/MAKUYA,1001590. TANGAZAWA
05mar2026,05mar2026,collect:fBqCrzDKOm8B6HSc,1001593,12mar2026,Garkar maigari jadi,08mar2026,Garkar maigari jadi ,13.2440151,4.4624229,250.2,2.36,d7aef399-3331-4e88-84f6-898fc4d66167,05mar2026,3,1001593,46,SOKOTO,GUDU,KARFEN CHANA,DANGAMJI,2049. SOKOTO,24024. GUDU,8145. KARFEN CHANA,1001593. DANGAMJI
05mar2026,05mar2026,collect:fBqCrzDKOm8B6HSc,1001594,05mar2026,Garkar Maigari Damma,08mar2026,Garkar Maigari Damma,13.1921346,4.4673256,219,3.96,1bb9ff42-4081-4545-9fb0-f05569e17248,05mar2026,2,1001594,42,SOKOTO,GUDU,KARFEN CHANA,GARIN DAMMA,2049. SOKOTO,24024. GUDU,8145. KARFEN CHANA,1001594. GARIN DAMMA
06mar2026,06mar2026,collect:fBqCrzDKOm8B6HSc,1001595,09mar2026,Garin namaiwa Dan fili,09mar2026,Garkar maigari Dan fili,13.1939096,4.4242848,234.4,4.9,04fad352-7aa1-4f5a-b1c6-277c2e182948,06mar2026,48,1001595,45,SOKOTO,GUDU,KARFEN CHANA,GARIN NAMAIWA,2049. SOKOTO,24024. GUDU,8145. KARFEN CHANA,1001595. GARIN NAMAIWA
06mar2026,06mar2026,collect:fBqCrzDKOm8B6HSc,1001596,12mar2026,Hadullahi Bakin masallaci,09mar2026,Hamdullahi Masallaci,13.1953767,4.4439033,229.6,3.075,7277e74a-43b3-451b-a52e-927469a573e6,06mar2026,47,1001596,43,SOKOTO,GUDU,KARFEN CHANA,HAMDALLAHI,2049. SOKOTO,24024. GUDU,8145. KARFEN CHANA,1001596. HAMDALLAHI
06mar2026,06mar2026,collect:fBqCrzDKOm8B6HSc,1001598,09mar2026,Garkar maigari Mai doka,09mar2026,Garkar maigari Mai doka ,13.199482,4.4066444,247.3,4.96,31bf668c-60f5-41b2-b13d-ccdc3e37fa84,06mar2026,49,1001598,44,SOKOTO,GUDU,KARFEN CHANA,MASAMA,2049. SOKOTO,24024. GUDU,8145. KARFEN CHANA,1001598. MASAMA
05mar2026,05mar2026,collect:aUnF1XE5XogMcWMb,1001603,05mar2026,Hayi mosque,05mar2026,Garka maigari hayi,13.661975,4.4917064,303.065,1.792,f3acf9c5-93c2-4d00-be2e-ae73c4860962,05mar2026,19,1001603,54,SOKOTO,GUDU,MARAKE,MARAKE HAYI,2049. SOKOTO,24024. GUDU,8142. MARAKEN BORI,1001603. MARAKE HAYI
06mar2026,06mar2026,collect:ybU8w5lKaKRZozuz,1001607,06mar2026,VILLAGE HEAD PALACE,08mar2026,PRIMARY SCHOOL ,12.1888099,4.7469368,246.48,0.799,6bfa51ea-78ff-4b61-a462-fe6dbcd1958c,18mar2026,98,1001607,74,SOKOTO,KEBBE,MARGAI B WARD,ILLELA VILLAGE,2049. SOKOTO,24028. KEBBE,8185. MARGAI - B,1001607. ILLELA VILLAGE
06mar2026,06mar2026,collect:ybU8w5lKaKRZozuz,1001608,06mar2026,PRIMARY SCHOOL,09mar2026,PRIMARY SCHOOL ,12.1741501,4.70767,212.571,1.098,b820b75e-c710-4676-a663-fa6623259070,18mar2026,95,1001608,72,SOKOTO,KEBBE,MARGAI B WARD,MURTUNU TUNGAR DUTSI,2049. SOKOTO,24028. KEBBE,8185. MARGAI - B,1001608. MURTUNU TUNGAR DUTSI
06mar2026,06mar2026,collect:ybU8w5lKaKRZozuz,1001609,06mar2026,PRIMARY SCHOOL ,10mar2026,PRIMARY SCHOOL ,12.156919,4.7206381,251.561,1.155,6e9d7ec7-8e10-46d2-a9ff-7563c3fd0971,18mar2026,96,1001609,73,SOKOTO,KEBBE,MARGAI B WARD,SABON GARI INWALA,2049. SOKOTO,24028. KEBBE,8185. MARGAI - B,1001609. SABON GARI INWALA
06mar2026,06mar2026,collect:ybU8w5lKaKRZozuz,1001611,06mar2026,VILLAGE HEAD PALACE,11mar2026,PRIMARY SCHOOL ,12.1868845,4.7476989,240.559,1.199,8fef157e-c7e0-4340-83c1-51eb872405eb,18mar2026,97,1001611,80,SOKOTO,KEBBE,MARGAI B WARD,SHIYAR GABAS KARMA,2049. SOKOTO,24028. KEBBE,8185. MARGAI - B,1001611. SHIYAR GABAS KARMA
06mar2026,06mar2026,collect:V98VT2D8ULXgf0AT,1001613,06mar2026,Primary School,12mar2026,Primary School,11.7024835,4.4894085,212.664,1.656,2e0c1146-0032-4653-b21b-507b9570cd66,06mar2026,66,1001613,71,SOKOTO,KEBBE,SANGI WARD,MAIKWABO,2049. SOKOTO,24028. KEBBE,8190. SANGI,1001613. MAIKWABO
06mar2026,06mar2026,collect:V98VT2D8ULXgf0AT,1001614,06mar2026,Kuchi Model Primary School,09mar2026,Kuchi Model Primary School,11.7024085,4.4895164,238.35,2.371,c62041b0-5371-45d1-86eb-404e95b1b12e,06mar2026,63,1001614,82,SOKOTO,KEBBE,SANGI WARD,NABASA KANWURI,2049. SOKOTO,24028. KEBBE,8190. SANGI,1001614. NABASA KANWURI
06mar2026,06mar2026,collect:V98VT2D8ULXgf0AT,1001616,06mar2026,Kuchi Model Primary School,10mar2026,Kuchi model primary school,11.7023937,4.4894931,216.602,1.964,b09f3af3-549d-42e7-8e9c-d598c0ac738d,06mar2026,64,1001616,70,SOKOTO,KEBBE,SANGI WARD,RUNTUWA/JIBIYAL,2049. SOKOTO,24028. KEBBE,8190. SANGI,1001616. RUNTUWA/JIBIYAL
15mar2026,15mar2026,collect:V98VT2D8ULXgf0AT,1001617,15mar2026,Primary School,13mar2026,Primary School,11.7023525,4.4895918,219.572,2.634,67b65453-cf01-4694-b6c1-7cb92d1823f2,15mar2026,91,1001617,78,SOKOTO,KEBBE,SANGI WARD,SHIYAR CHASGO SABON BIRNI,2049. SOKOTO,24028. KEBBE,8190. SANGI,1001617. SHIYAR CHASGO SABON BIRNI
06mar2026,06mar2026,collect:V98VT2D8ULXgf0AT,1001618,06mar2026,Kuchi Models Primary School,08mar2026,kuchi Model Primary School ,11.702441,4.489472,207.344,1.919,9eb4faaf-bf4d-48c4-b4f9-8c619cd6ef8b,06mar2026,62,1001618,75,SOKOTO,KEBBE,SANGI WARD,SHIYAR GABAS SANI,2049. SOKOTO,24028. KEBBE,8190. SANGI,1001618. SHIYAR GABAS SANI
15mar2026,15mar2026,collect:V98VT2D8ULXgf0AT,1001620,15mar2026,Primary School,14mar2026,Primary School,11.7024834,4.4893952,222.338,1.253,946a7810-9873-460c-9a6c-c80e270b7f61,15mar2026,92,1001620,81,SOKOTO,KEBBE,SANGI WARD,TSINTSIYA,2049. SOKOTO,24028. KEBBE,8190. SANGI,1001620. TSINTSIYA
06mar2026,06mar2026,collect:V98VT2D8ULXgf0AT,1001622,06mar2026,primary school,11mar2026,Primary School,11.70246,4.489635,170.538,1.317,63322a43-ccf4-4947-a775-ed71c0dba087,06mar2026,65,1001622,79,SOKOTO,KEBBE,SANGI WARD,TUSURAI,2049. SOKOTO,24028. KEBBE,8190. SANGI,1001622. TUSURAI
06mar2026,06mar2026,collect:avpdgZKMx1UM0qAI,1001623,06mar2026,ALELAWA MAIKURHUNA NASARAWA,06mar2026,ALELAWA MAIKURHUNA MURNARAWA,12.0163791,4.6206926,325,5,652daa7a-5148-481f-95ec-d7561bc027ec,06mar2026,57,1001623,76,SOKOTO,KEBBE,UNGUSHI WARD,MAIKUHUHUNA ALELAWA NASARAWA,2049. SOKOTO,24028. KEBBE,8189. UNGUSHI,1001623. MAIKUHUHUNA ALELAWA NASARAWA
06mar2026,06mar2026,collect:avpdgZKMx1UM0qAI,1001624,06mar2026,SHIYAR MAGAJI MAIKURHUNA,06mar2026,SHIYAR MAGAJI MAIKURHUNA ,12.0163736,4.6207258,333,4.75,85b97eda-5fe8-4a1d-a4a2-b8270554ce50,06mar2026,59,1001624,77,SOKOTO,KEBBE,UNGUSHI WARD,MAIKUHUNA SHIYAR MAGAJI NASARAWA,2049. SOKOTO,24028. KEBBE,8189. UNGUSHI,1001624. MAIKUHUNA SHIYAR MAGAJI NASARAWA
06mar2026,06mar2026,collect:Z6caSSspXzjk1OlY,1001633,13mar2026,Masallachi ,13mar2026,masallachi ,13.1384291,4.8682048,258.7,4.071,8c5d3a87-7b43-4fa4-9df9-f149656cbef9,06mar2026,50,1001633,67,SOKOTO,KEBBE,UNGUSHI WARD,SHIYAR MAKARANTA GWANDI,2049. SOKOTO,24028. KEBBE,8189. UNGUSHI,1001633. SHIYAR MAKARANTA GWANDI
06mar2026,06mar2026,collect:avpdgZKMx1UM0qAI,1001633,06mar2026,GWANDI PRIMARY SCHOOL ,06mar2026,GWANDI PRIMARY SCHOOL ,12.0365629,4.7382393,333,5,36a6dc09-f5a3-4a73-8a1b-082e24bc6792,06mar2026,56,1001633,67,SOKOTO,KEBBE,UNGUSHI WARD,SHIYAR MAKARANTA GWANDI,2049. SOKOTO,24028. KEBBE,8189. UNGUSHI,1001633. SHIYAR MAKARANTA GWANDI
06mar2026,06mar2026,collect:avpdgZKMx1UM0qAI,1001635,06mar2026,MALLAMAWA GWANDI ,06mar2026,MALLAMAWA GWANDI ,12.0366405,4.7383081,332,8.125,a203e62f-9d77-4684-aba0-c35ed314d438,06mar2026,58,1001635,68,SOKOTO,KEBBE,UNGUSHI WARD,SHIYAR MALAMAWA GWANDI,2049. SOKOTO,24028. KEBBE,8189. UNGUSHI,1001635. SHIYAR MALAMAWA GWANDI
05mar2026,05mar2026,collect:92mSNuBfWkl5xRJI,1001636,05mar2026,GARKAN MAI GARI,08mar2026,GARKAN MAI GARI,12.7457033,5.1589983,318.3,4.655,45d3255b-35b5-47bf-8ae8-3f97beca966e,05mar2026,8,1001636,100,SOKOTO,SHAGARI,HORO,GIDAN AGIGI,2049. SOKOTO,24032. SHAGARI,8236. HORO BIRNI,1001636. GIDAN AGIGI
05mar2026,05mar2026,collect:92mSNuBfWkl5xRJI,1001637,05mar2026,TASHAR ZANGO,08mar2026,TASHAR ZANGO,12.7074217,5.1782933,310.1,3.8,9a6a0559-e270-4827-93b4-7366573f479b,05mar2026,5,1001637,99,SOKOTO,SHAGARI,HORO,HORO  BIRE ZANGO,2049. SOKOTO,24032. SHAGARI,8236. HORO BIRNI,1001637. HORO  BIRE ZANGO
05mar2026,05mar2026,collect:92mSNuBfWkl5xRJI,1001639,05mar2026,KANWURI,08mar2026,KANWURI,12.7350183,5.1547533,318.7,4.75,cb3c41a2-5a95-4d97-bc53-95a9fcd8eb5f,05mar2026,6,1001639,101,SOKOTO,SHAGARI,HORO,HORO DAN BARO,2049. SOKOTO,24032. SHAGARI,8236. HORO BIRNI,1001639. HORO DAN BARO
05mar2026,05mar2026,collect:92mSNuBfWkl5xRJI,1001640,05mar2026,GARKAN MAI GARI,08mar2026,GARKAN MAI GARI,12.7410083,5.1508383,307,4.584,293e98cc-0e2c-49af-9204-9574bdcc76c3,05mar2026,9,1001640,103,SOKOTO,SHAGARI,HORO,KAURARE,2049. SOKOTO,24032. SHAGARI,8236. HORO BIRNI,1001640. KAURARE
05mar2026,05mar2026,collect:92mSNuBfWkl5xRJI,1001642,05mar2026,KANWURI,08mar2026,KANWURI,12.7575917,5.158405,286.3,4.46,46af36b8-59e1-4df6-b5c5-df258bc7be26,05mar2026,7,1001642,102,SOKOTO,SHAGARI,HORO,SABARA,2049. SOKOTO,24032. SHAGARI,8236. HORO BIRNI,1001642. SABARA
07mar2026,07mar2026,collect:AWbFT6J3c40eCHkn,1001645,07mar2026,Garkar Mai gari,15mar2026,Garkar Mai Gari,12.7311682,5.1175596,312.3,4.98,9b0f65c9-49c4-4550-92f9-978da320a315,07mar2026,85,1001645,108,SOKOTO,SHAGARI,KAMBAMA,GIDAN DAWA,2049. SOKOTO,24032. SHAGARI,8235. KAMBAMA,1001645. GIDAN DAWA
06mar2026,06mar2026,collect:P9RGAR4n6msRartL,1001646,06mar2026,"GARKAR MUH,D DAN MUDDU",08mar2026,GARKAR MUHAMMADU DAN MUDDU ,12.5924478,5.2359664,288.221,0.642,e8f47f0f-c4c5-4074-bbc4-177aef4aa0c9,06mar2026,73,1001646,113,SOKOTO,SHAGARI,KAMBAMA,GWARGAWO,2049. SOKOTO,24032. SHAGARI,8235. KAMBAMA,1001646. GWARGAWO
05mar2026,05mar2026,collect:UZA9LA9TIHShS3z7,1001647,05mar2026,KAN WURI KAMBAMA ,08mar2026,KAN WURI KAMBAMA ,12.6128755,5.2186431,272.829,2.125,de2b7b97-06e6-484a-a6b7-2beffe709a36,05mar2026,12,1001647,105,SOKOTO,SHAGARI,KAMBAMA,KAMBAMA,2049. SOKOTO,24032. SHAGARI,8235. KAMBAMA,1001647. KAMBAMA
06mar2026,06mar2026,collect:P9RGAR4n6msRartL,1001648,06mar2026,MASALLACI KANWURI KAURARE ,09mar2026,MASALLACI KANWURI KAURARE ,12.5877911,5.2452184,294.064,0.786,0536914f-4185-4216-b703-0140eecdfc6d,06mar2026,74,1001648,109,SOKOTO,SHAGARI,KAMBAMA,KAURARE,2049. SOKOTO,24032. SHAGARI,8235. KAMBAMA,1001648. KAURARE
05mar2026,05mar2026,collect:UZA9LA9TIHShS3z7,1001649,08mar2026,KAN WURI MAZOJIN,08mar2026,KAN WURI MAZOJIN ,12.6178762,5.206418,404.761,2.704,d068e7dc-7800-4fc6-9b11-88db354723b2,05mar2026,14,1001649,114,SOKOTO,SHAGARI,KAMBAMA,MAZOJIN MAGAJI,2049. SOKOTO,24032. SHAGARI,8235. KAMBAMA,1001649. MAZOJIN MAGAJI
05mar2026,05mar2026,collect:UZA9LA9TIHShS3z7,1001653,05mar2026,Shiyar gabas takoki,08mar2026,MASALLACIN AYI,12.6120804,5.2170475,265.976,1.358,0359bd05-2654-4a31-9544-352546ac2e39,05mar2026,13,1001653,112,SOKOTO,SHAGARI,KAMBAMA,TAKOKI,2049. SOKOTO,24032. SHAGARI,8235. KAMBAMA,1001653. TAKOKI
06mar2026,06mar2026,collect:P9RGAR4n6msRartL,1001654,06mar2026,TUDU SEMBERU,09mar2026,TUDUN SAMBERU ,12.5877805,5.2450834,281.332,3.145,51956c32-919f-46b4-956d-2f4e05d5e760,06mar2026,75,1001654,107,SOKOTO,SHAGARI,KAMBAMA,ULLUBAI,2049. SOKOTO,24032. SHAGARI,8235. KAMBAMA,1001654. ULLUBAI
05mar2026,05mar2026,collect:Ylk9XDqSQzkpxYKV,1001658,05mar2026,GARKAR DANGALADIMA,08mar2026,GARKAR MAIGARI,12.6406759,5.1263145,303,7.9,0d2e659a-4ed9-417a-b7cf-b7890e6755a4,16mar2026,93,1001658,122,SOKOTO,SHAGARI,LAMBARA,DUNDEJI,2049. SOKOTO,24032. SHAGARI,8234. LAMBARA,1001658. DUNDEJI
05mar2026,05mar2026,collect:Ylk9XDqSQzkpxYKV,1001663,05mar2026,KANWURIN DIKKO,08mar2026,KANWURIN DIKKO GOLORU,12.6433041,5.2003458,238.7,4.45,7289481b-4b65-4edb-a351-c49c3930736f,16mar2026,94,1001663,120,SOKOTO,SHAGARI,LAMBARA,GOLORU,2049. SOKOTO,24032. SHAGARI,8234. LAMBARA,1001663. GOLORU
05mar2026,05mar2026,collect:zzJShFb0fmFf0Mm0,1001666,05mar2026,Gidan gizare ,09mar2026,Gidan gizare ,13.025625,5.0048679,272.163,2.21,3f789093-bc7f-469e-935f-f675bcaf17c6,05mar2026,39,1001666,142,SOKOTO,SILAME,KUBODU NORTH,FAKARAR DAN DIKKO,2049. SOKOTO,24033. SILAME,8244. KUBODU NORTH,1001666. FAKARAR DAN DIKKO
06mar2026,06mar2026,collect:zzJShFb0fmFf0Mm0,1001670,07mar2026,Village head house ,06mar2026,Shiyar Rumji ,13.043144,4.9814713,360.747,3.515,3afac4c2-0e89-4a4f-b787-6376867934a8,06mar2026,45,1001670,139,SOKOTO,SILAME,KUBODU NORTH,SHIYAR RUMJI,2049. SOKOTO,24033. SILAME,8244. KUBODU NORTH,1001670. SHIYAR RUMJI
06mar2026,06mar2026,collect:zzJShFb0fmFf0Mm0,1001671,06mar2026,Community leader house ,07mar2026,Community leader house ,13.0428423,4.9830223,308.858,1.23,ad4f7924-f886-4384-abb0-e5797373c5c8,06mar2026,46,1001671,140,SOKOTO,SILAME,KUBODU NORTH,SHIYAR SABONGARI,2049. SOKOTO,24033. SILAME,8244. KUBODU NORTH,1001671. SHIYAR SABONGARI
05mar2026,05mar2026,collect:zzJShFb0fmFf0Mm0,1001672,05mar2026,Tarawa,09mar2026,Tarawa ,13.0356887,4.9805508,252.755,1.59,7c0b912d-425f-4b31-83fb-549174770b3d,05mar2026,38,1001672,141,SOKOTO,SILAME,KUBODU NORTH,SHIYAR TARU,2049. SOKOTO,24033. SILAME,8244. KUBODU NORTH,1001672. SHIYAR TARU
06mar2026,06mar2026,collect:ny9b21UTWITW74ch,1001673,05mar2026,Community Head House,09mar2026,Near Community Head House,13.0216883,4.9743517,270.8,4.983,13d9ec12-2384-4b5f-ac6e-1417c9644f9d,06mar2026,72,1001673,127,SOKOTO,SILAME,KUBODU SOUTH,GABBUWA,2049. SOKOTO,24033. SILAME,8245. KUBODU SOUTH,1001673. GABBUWA
06mar2026,06mar2026,collect:ny9b21UTWITW74ch,1001674,05mar2026,Gabbuwa PHC,08mar2026,Gabbuwa Rijiya near Bohol,13.022242,4.9737513,270.6,4.78,e277157b-34f9-4dce-a3e0-8c5ece7b1110,06mar2026,70,1001674,130,SOKOTO,SILAME,KUBODU SOUTH,GABBUWA TUDU,2049. SOKOTO,24033. SILAME,8245. KUBODU SOUTH,1001674. GABBUWA TUDU
05mar2026,06mar2026,collect:ny9b21UTWITW74ch,1001675,05mar2026,Village Head House,10mar2026,Central Mosque Field,13.0218833,4.956125,260.6,4.966,a782beac-6ce2-48ca-a4c4-fd590ade4b67,06mar2026,71,1001675,133,SOKOTO,SILAME,KUBODU SOUTH,JEKANADU KANWURI,2049. SOKOTO,24033. SILAME,8245. KUBODU SOUTH,1001675. JEKANADU KANWURI
06mar2026,06mar2026,collect:l5PUVGg4lLugQYMV,1001678,06mar2026,Village Head House ,12mar2026,Village Head House ,13.0149427,4.9161669,262.9,4.609,f7ccd869-2143-4b39-b12d-15003e77a1c9,06mar2026,69,1001678,131,SOKOTO,SILAME,KUBODU SOUTH,TOZO SHIYAR BAICHE,2049. SOKOTO,24033. SILAME,8245. KUBODU SOUTH,1001678. TOZO SHIYAR BAICHE
06mar2026,06mar2026,collect:l5PUVGg4lLugQYMV,1001679,06mar2026,Village Head House ,11mar2026,Village Head House ,13.0160965,4.9163829,254,4.692,a8ba724c-5c7e-41a5-8722-da82234a5fe7,06mar2026,68,1001679,134,SOKOTO,SILAME,KUBODU SOUTH,TOZO SHIYAR MAKADA,2049. SOKOTO,24033. SILAME,8245. KUBODU SOUTH,1001679. TOZO SHIYAR MAKADA
06mar2026,06mar2026,collect:l5PUVGg4lLugQYMV,1001680,06mar2026,Village Head House ,10mar2026,Village Head House ,13.01486,4.9316783,291.3,3.2,2ba88494-1f18-4edd-960e-0d3133966d10,06mar2026,67,1001680,128,SOKOTO,SILAME,KUBODU SOUTH,TULLURE,2049. SOKOTO,24033. SILAME,8245. KUBODU SOUTH,1001680. TULLURE
06mar2026,06mar2026,collect:cDQt6zh0h0t4Hwx4,1001686,06mar2026,Kwagyel hili,07mar2026,Kwagyel Hili,12.9414883,4.8369517,277.8,4.34,094bab74-40e7-4ad2-8cd1-25647233f16a,06mar2026,60,1001686,145,SOKOTO,SILAME,LABANI,KWAGGYAL SHIYAR MAGAJI,2049. SOKOTO,24033. SILAME,8241. LABANI,1001686. KWAGGYAL SHIYAR MAGAJI
06mar2026,06mar2026,collect:cDQt6zh0h0t4Hwx4,1001687,06mar2026,Kwagyel hili,07mar2026,Kwagyel Hili,12.9398767,4.8393717,278.8,3.46,4d538709-7f0c-486a-9a2b-d76c3e0de3bd,06mar2026,61,1001687,146,SOKOTO,SILAME,LABANI,KWAGGYAL TOWN,2049. SOKOTO,24033. SILAME,8241. LABANI,1001687. KWAGGYAL TOWN
05mar2026,05mar2026,collect:cDQt6zh0h0t4Hwx4,1001689,05mar2026,Labani Primary School ,09mar2026,Model primary School Labani,12.9298967,4.8116583,262.8,4,a7f2e38f-6053-413a-9058-b8e89d05ff84,05mar2026,1,1001689,147,SOKOTO,SILAME,LABANI,LABANI KANWURI,2049. SOKOTO,24033. SILAME,8241. LABANI,1001689. LABANI KANWURI
05mar2026,05mar2026,collect:9BrXd8WJ3C0hCaaQ,1001692,05mar2026,SHIYAR KETARE,07mar2026,SHIYAR KETARE,12.3427548,5.3254641,298.732,0.847,a95c02eb-0f9d-4f13-8f57-836eacbd7a4b,05mar2026,31,1001692,162,SOKOTO,TURETA,BARAYAR GIWA,DANGULBI KETARE,2049. SOKOTO,24038. TURETA,8294. BARAYAR GIWA,1001692. DANGULBI KETARE
