start,end,deviceid,com_select,mobilization_datetime,mobilization_venue,Engagement_datetime,engagement_venue,latitude,longitude,altitude,precision,_uuid,_submission_time,_index,communityid,SNO,state,lga,ward,community_name,state_shp,lga_shp,ward_shp,community
05mar2026,05mar2026,collect:9BrXd8WJ3C0hCaaQ,1001693,05mar2026,GIDAN BIREDI,07mar2026,GIDAN BIREDI,12.3533356,5.321509,286.44,1.152,e3b4704d-fddf-4014-a9be-20181de7b663,05mar2026,30,1001693,154,SOKOTO,TURETA,BARAYAR GIWA,DANGULBI SHIYAR BAREBARI,2049. SOKOTO,24038. TURETA,8294. BARAYAR GIWA,1001693. DANGULBI SHIYAR BAREBARI
05mar2026,05mar2026,collect:9BrXd8WJ3C0hCaaQ,1001694,05mar2026,"SHIYAR HAKIMI MASALACI JUMU,A",07mar2026,"SHIYAR DAN GULBI MASALLACIN JUMU,A",12.351225,5.3208267,323.683,0.611,39a0eeb3-60cf-4c8e-8ebc-ee63916c4c0f,05mar2026,29,1001694,167,SOKOTO,TURETA,BARAYAR GIWA,DANGULBI SHIYAR HAKIMI,2049. SOKOTO,24038. TURETA,8294. BARAYAR GIWA,1001694. DANGULBI SHIYAR HAKIMI
05mar2026,05mar2026,collect:9BrXd8WJ3C0hCaaQ,1001695,05mar2026,SHIYAR BALA BAUSHI,07mar2026,SHIYAR BALA BAUSHI,12.354488,5.3405128,298.732,1.38,f5aa6994-3dda-4cf1-9cb7-7e2953a0421e,05mar2026,34,1001695,155,SOKOTO,TURETA,BARAYAR GIWA,DANSANBERU,2049. SOKOTO,24038. TURETA,8294. BARAYAR GIWA,1001695. DANSANBERU
05mar2026,05mar2026,collect:9BrXd8WJ3C0hCaaQ,1001696,05mar2026,SHIYAR HAKIMI,07mar2026,SHIYAR HAKIMI,12.3546393,5.3403756,286.564,1.491,bbe85819-bf46-4288-bd93-6a0655a49d13,05mar2026,33,1001696,161,SOKOTO,TURETA,BARAYAR GIWA,JANDUTSI,2049. SOKOTO,24038. TURETA,8294. BARAYAR GIWA,1001696. JANDUTSI
05mar2026,05mar2026,collect:9BrXd8WJ3C0hCaaQ,1001697,05mar2026,MASALACI JUMMU A,07mar2026,MASALACI JUMMU A,12.3545208,5.3405451,286.849,1.56,e81a3f74-224d-473c-913a-c6fd622d0a51,05mar2026,32,1001697,153,SOKOTO,TURETA,BARAYAR GIWA,KALAMUWAL,2049. SOKOTO,24038. TURETA,8294. BARAYAR GIWA,1001697. KALAMUWAL
05mar2026,05mar2026,collect:qQO7k1lppHYmRKJZ,1001698,05mar2026,KURUWA ASARARA DANGA ,07mar2026,KURUWA ASARARA DANGA ,12.4671968,5.6602446,180.1,4.86,a3c50a07-42b8-4c18-8b94-5d7456bb012a,05mar2026,21,1001698,158,SOKOTO,TURETA,KURUWA,DANGA,2049. SOKOTO,24038. TURETA,8298. KURUWA,1001698. DANGA
05mar2026,05mar2026,collect:qQO7k1lppHYmRKJZ,1001699,05mar2026,GALADUMMAI SHIYAR HAKIMI ,07mar2026,GALADUMMAI SHIYAR HAKIMI ,12.4237419,5.7109845,-45.8,4.9,7fcf6056-5b04-4bd5-ac64-6fda448cf0b8,05mar2026,20,1001699,166,SOKOTO,TURETA,KURUWA,GALADUMMAI,2049. SOKOTO,24038. TURETA,8298. KURUWA,1001699. GALADUMMAI
05mar2026,05mar2026,collect:qQO7k1lppHYmRKJZ,1001700,05mar2026,SHIYAR HAKIMI BELLO ,07mar2026,SHIYAR HAKIMI BELLO ,12.4832784,5.6438186,289.7,4.95,dfb88ac6-7610-4087-aa64-13f40ad2c850,05mar2026,24,1001700,156,SOKOTO,TURETA,KURUWA,GIDAN ARDON TUDU,2049. SOKOTO,24038. TURETA,8298. KURUWA,1001700. GIDAN ARDON TUDU
05mar2026,05mar2026,collect:qQO7k1lppHYmRKJZ,1001701,05mar2026,KURUWA GABASTAWA ,07mar2026,KURUWA GABASTAWA ,12.4673878,5.6596302,278.4,4.866,0b711ddd-dcb9-4f36-a5e3-bf1a1ab52047,05mar2026,23,1001701,160,SOKOTO,TURETA,KURUWA,GIDAN MAIGORA,2049. SOKOTO,24038. TURETA,8298. KURUWA,1001701. GIDAN MAIGORA
05mar2026,05mar2026,collect:qQO7k1lppHYmRKJZ,1001702,05mar2026,SHIYAR ASIBIT ,07mar2026,HOSPITAL ,12.4659264,5.656564,294.5,4.92,0a3539c1-922d-4ebc-a2f2-3b9df9115981,05mar2026,22,1001702,157,SOKOTO,TURETA,KURUWA,TUDUN FULANI,2049. SOKOTO,24038. TURETA,8298. KURUWA,1001702. TUDUN FULANI
05mar2026,05mar2026,collect:Qfk7uvqCjEC09HvS,1001703,05mar2026,SHIYAR HAKIMI GIDAN ABUJE,07mar2026,SHIYAR HAKIMI GIDAN ABUJE,12.5923278,5.5447196,254.1,1.902,b173044e-b0c1-4697-9be0-da102c41af89,05mar2026,40,1001703,159,SOKOTO,TURETA,KWARARE,GIDAN ABUJE,2049. SOKOTO,24038. TURETA,8299. KWARARE,1001703. GIDAN ABUJE
05mar2026,05mar2026,collect:Qfk7uvqCjEC09HvS,1001703,05mar2026,SHIYAR GIDAN ABUJE PLACE,05mar2026,SHIYAR GIDAN ABUJE,12.3522266,5.7289817,344.308,1.444,d268a117-0cbd-4780-b8c0-8c23d4a41c89,05mar2026,26,1001703,159,SOKOTO,TURETA,KWARARE,GIDAN ABUJE,2049. SOKOTO,24038. TURETA,8299. KWARARE,1001703. GIDAN ABUJE
05mar2026,05mar2026,collect:Qfk7uvqCjEC09HvS,1001704,05mar2026,KWARARE SHIYAR GIDAN MAIHADISI,07mar2026,SHIYAR HAKIMI GIDAN MAIHADISI,12.5952455,5.5448245,302.696,1.948,1764c92c-a985-40c2-8143-da97c4e3ca4e,05mar2026,36,1001704,165,SOKOTO,TURETA,KWARARE,GIDAN MAI HADISI,2049. SOKOTO,24038. TURETA,8299. KWARARE,1001704. GIDAN MAI HADISI
05mar2026,05mar2026,collect:Qfk7uvqCjEC09HvS,1001704,05mar2026,KWARARE GIDAN MAIHADISI ,05mar2026,SHIYAR HAKIMI GIDAN MAIHADISI ,12.34988,5.7284479,336.872,1.69,5e5f80a1-78a3-4a95-89aa-ade7536fb153,05mar2026,27,1001704,165,SOKOTO,TURETA,KWARARE,GIDAN MAI HADISI,2049. SOKOTO,24038. TURETA,8299. KWARARE,1001704. GIDAN MAI HADISI
05mar2026,05mar2026,collect:Qfk7uvqCjEC09HvS,1001705,05mar2026,SHIYAR KAURA ADUWA SHIYAR MASALLACIN JUMUA KAURAR ADUWA ,05mar2026,SHIYAR KAURA ADUWA SHIYAR MASALLACIN JUMUA KAURAR ADUWA ,12.3861333,5.7087134,345.313,4.409,98f3c5e8-a28b-4b0a-b70d-47bedad1ecce,05mar2026,25,1001705,163,SOKOTO,TURETA,KWARARE,KAURA ADUWA,2049. SOKOTO,24038. TURETA,8299. KWARARE,1001705. KAURA ADUWA
05mar2026,05mar2026,collect:Qfk7uvqCjEC09HvS,1001705,05mar2026,SHIYAR ADUWA KAURA,07mar2026,SHIYAR MASALLACIN JUMUA KAURAR ADUWA ,12.595355,5.5451882,274.67,1.922,6bdb4e82-40d7-4020-b04f-5d6fb02dca6e,05mar2026,35,1001705,163,SOKOTO,TURETA,KWARARE,KAURA ADUWA,2049. SOKOTO,24038. TURETA,8299. KWARARE,1001705. KAURA ADUWA
05mar2026,05mar2026,collect:Qfk7uvqCjEC09HvS,1001706,05mar2026,KWARARE SHIYAR FULANI HAKIMI UMMARU,07mar2026,KWARARE TUDUN FULANI,12.5954286,5.5452112,310.956,2.451,ef7359c7-9f2b-4c69-bc28-4b3219cba124,05mar2026,37,1001706,164,SOKOTO,TURETA,KWARARE,KWARAREN FULANI,2049. SOKOTO,24038. TURETA,8299. KWARARE,1001706. KWARAREN FULANI
05mar2026,05mar2026,collect:Qfk7uvqCjEC09HvS,1001706,05mar2026,SHIYAR HAKIMI,07mar2026,SHIYAR HAKIMI UMMARU TUDUN FULANI ,12.3329282,5.7524001,346.267,2.048,dbef9c4d-0c89-48b2-8946-7b26a0963030,05mar2026,28,1001706,164,SOKOTO,TURETA,KWARARE,KWARAREN FULANI,2049. SOKOTO,24038. TURETA,8299. KWARARE,1001706. KWARAREN FULANI
07mar2026,07mar2026,collect:TTfHxvqsajD4d9f6,1001711,07mar2026,GARKAR MAIGARI ,07mar2026,GARKAR MAIGARI ,12.8838265,5.0536806,302.299,1.011,e32ccffc-39c5-43ce-a194-5801206561e5,07mar2026,81,1001711,177,SOKOTO,YABO,B RUWA,KWAMATOYE,2049. SOKOTO,24041. YABO,8322. BIRNIRUWA,1001711. KWAMATOYE
07mar2026,07mar2026,collect:cdcJWf6bHHOeLA3W,1001712,07mar2026,TURKE RINAYIN MALI ,07mar2026,TURKE RINAYIN MALI ,12.8572836,5.0720587,312.4,4.25,d132e0db-e6a2-49a8-befa-10c2888c8926,07mar2026,86,1001712,176,SOKOTO,YABO,B RUWA,RINAYEN MALI,2049. SOKOTO,24041. YABO,8322. BIRNIRUWA,1001712. RINAYEN MALI
07mar2026,07mar2026,collect:QV3FPlZ3Vepv3df5,1001715,07mar2026,KANWURIN SARKI BAKIN MASALLACI ,11mar2026,GARKAR MAI GARI BAKIN MASALLACI ,12.8176923,4.9182645,325.79,1.529,528bac4c-db65-416b-8f19-0fd5932313a5,07mar2026,88,1001715,169,SOKOTO,YABO,BAKALE,DANCHOBOLI,2049. SOKOTO,24041. YABO,8323. BAKALE,1001715. DANCHOBOLI
07mar2026,07mar2026,collect:2rmZOJnMbkQ3Soq9,1001718,07mar2026,GARKAR MAIGARI,07mar2026,GARKAR MAIGARI ,12.8479583,4.987055,288.6,4.5,d339bb05-dfc1-48e6-a30a-7cba615eee3f,07mar2026,80,1001718,171,SOKOTO,YABO,BAKALE,RUGGAR YAUTA,2049. SOKOTO,24041. YABO,8323. BAKALE,1001718. RUGGAR YAUTA
07mar2026,07mar2026,collect:pVP7MvKwAKW0XV0u,1001719,07mar2026,TUDUN JIDDA COMMUNITY ,07mar2026,GARKAR MAI GARI,12.7269448,5.0097407,320.7,4.28,519b1f35-ed5c-4932-81a9-debbaebcb4c2,07mar2026,87,1001719,173,SOKOTO,YABO,BAKALE,TUDUN JIDDA,2049. SOKOTO,24041. YABO,8323. BAKALE,1001719. TUDUN JIDDA
05mar2026,07mar2026,collect:UURXxguMTK5GkPem,1001721,07mar2026,GARKAR SARKI,14mar2026,GARKAR SARKI,12.7840787,4.8000755,270.3000183105469,3.794,702fbdae-a82b-4c60-afc1-1f0b3b2b77f1,07mar2026,82,1001721,187,SOKOTO,YABO,TORANKAWA,DAGWAGAR DIKKO,2049. SOKOTO,24041. YABO,8329. TORANKAWA,1001721. DAGWAGAR DIKKO
07mar2026,07mar2026,collect:mfPFdQhaaQWtmG8L,1001722,07mar2026,GARKAR MAIGARI ,14mar2026,GARKAR MAIGARI ,12.7947952,4.7898279,270.3000183105469,1.292,16576ec8-7aaf-4f87-aeac-3705a8f4673b,14mar2026,90,1001722,188,SOKOTO,YABO,TORANKAWA,DAGWAGAR U/DAWAKI,2049. SOKOTO,24041. YABO,8329. TORANKAWA,1001722. DAGWAGAR U/DAWAKI
07mar2026,07mar2026,collect:2PHKYpf9kCsLTOR7,1001725,07mar2026,GARKAR HAKIMI BAKIN MASALLACI ,14mar2026,GARKAR HAKIMI BAFASHI ,12.7188374,5.0105716,302.55,2.567,f341c8c3-450e-4596-b6e1-4db173e9fd90,07mar2026,84,1001725,189,SOKOTO,YABO,TORANKAWA,GARANGI,2049. SOKOTO,24041. YABO,8329. TORANKAWA,1001725. GARANGI
07mar2026,08mar2026,collect:wDNbljHavgqTZepC,1001726,08mar2026,GAKAR SARKI,14mar2026,GARKAR SARKI,12.739005,5.0060183,352,4.925,f9068f63-3bd8-4f68-bd6c-ddac76f516ee,08mar2026,89,1001726,184,SOKOTO,YABO,TORANKAWA,GELA,2049. SOKOTO,24041. YABO,8329. TORANKAWA,1001726. GELA
05mar2026,07mar2026,collect:wDNbljHavgqTZepC,1001726,07mar2026,GARKAR SARKI,14mar2026,GARKAR SARKI,12.7258433,4.854565,244.5,4.48,6a919309-850f-4727-8b53-211acddc6df5,07mar2026,83,1001726,184,SOKOTO,YABO,TORANKAWA,GELA,2049. SOKOTO,24041. YABO,8329. TORANKAWA,1001726. GELA
13mar2026,13mar2026,collect:uhO8IsbNeFcw8txu,1001732,13mar2026,CHIEF OKEHIE'S COMPOUND,21mar2026,ITUNTA COMMUNITY HALL,5.4494709,7.6380813,63.12585449,3.216,5eeeeb58-5da4-4edb-81ae-e8dfab19a18e,13mar2026,45,1001732,3,ABIA,IKWUANO,IBERE II,ITUNTA,2016. ABIA,23319. IKWUANO,56. IBERE II,1001732. ITUNTA
15mar2026,16mar2026,collect:uhO8IsbNeFcw8txu,1001733,15mar2026,NKALUNTA VILLAGE SQUARE,27mar2026,VILLAGE SQUARE,5.4866671,7.6222197,68.50012207,3.93,a9e4e145-ff58-454e-a496-2e6fa4b288de,16mar2026,65,1001733,4,ABIA,IKWUANO,IBERE II,NKALUNTA,2016. ABIA,23319. IKWUANO,56. IBERE II,1001733. NKALUNTA
15mar2026,16mar2026,collect:uhO8IsbNeFcw8txu,1001734,15mar2026,ELDER SUNDAY'S COMPANY,24mar2026,OBUOHIA VILLAGE SQUARE,5.4158102,7.5978381,136.5145874023438,3.859,786c5085-156c-4af7-9e31-1741c0cd1f81,16mar2026,64,1001734,5,ABIA,IKWUANO,IBERE II,OBUOHIA,2016. ABIA,23319. IKWUANO,56. IBERE II,1001734. OBUOHIA
14mar2026,14mar2026,collect:uhO8IsbNeFcw8txu,1001735,14mar2026,VILLAGE SQUARE,17mar2026,VILLAGE SQUARE,5.4370195,7.5858328,149.1176147460938,3.752,1c4599fb-80d9-4edd-a3ae-80a0a3ee4107,14mar2026,56,1001735,6,ABIA,IKWUANO,IBERE II,UGWU-OBA,2016. ABIA,23319. IKWUANO,56. IBERE II,1001735. UGWU-OBA
26apr2026,26apr2026,collect:kyBr6JX0JK3HxfeV,1001736,26apr2026,"Dr Sunday OKEDIRAN House, Ogbigbi, Jobele",07may2026,"House of Chiefs Opp SUPEB, OgbigbiJobele",7.7674841,3.9264027,310.8853759765625,4.645,c12d699e-db50-42c6-8824-ea7e4fb61dc9,26apr2026,214,1001736,1,OYO,AFIJIO,FIDITI II,OGBIGBI,2046. OYO,23946. AFIJIO,7212. FIDITI II,1001736. OGBIGBI
26apr2026,26apr2026,collect:kyBr6JX0JK3HxfeV,1001737,26apr2026,"Chief Balogun House Aro Sango, Fiditi",09may2026,"Cherubim and Saraphim Ona Iwa Mimo Aaro Sango, Image Rd Fiditi",7.708959,3.9146197,307.7900391,4.824,8bdcf79f-fe97-4a57-8dea-d7f2ef4c2484,26apr2026,213,1001737,2,OYO,AFIJIO,FIDITI II,AROO SANGO,2046. OYO,23946. AFIJIO,7212. FIDITI II,1001737. AROO SANGO
25apr2026,25apr2026,collect:kyBr6JX0JK3HxfeV,1001745,25apr2026,"Opposite Okunade Bakery,Oyeniyi Ilora",05may2026,"Under the tree Infront of DN AJAYI House ,Oyeniyi House, Ilora",7.8018262,3.8983938,328.6083984,4.931,cdd43cda-fc23-47ea-89ce-c843d36826d3,25apr2026,204,1001745,10,OYO,AFIJIO,ILORA II,OYENIYI,2046. OYO,23946. AFIJIO,7213. ILORA II,1001745. OYENIYI
24apr2026,24apr2026,collect:SNmlQBDWrvJ2CpFg,1001747,24apr2026,Oja Oke Community,24apr2026,Oja Oke Community ,7.8038603,3.8971956,338.5462646484375,3.216,977d2c16-ccec-4442-bde3-89b94aba676f,24apr2026,195,1001747,12,OYO,AFIJIO,ILORA II,JAPO/OJA OKE,2046. OYO,23946. AFIJIO,7213. ILORA II,1001747. JAPO/OJA OKE
24apr2026,24apr2026,collect:SNmlQBDWrvJ2CpFg,1001748,24apr2026,Odofin community,24apr2026,ODOFIN ATAKE COMMUNITY ,7.8091279,3.8979256,338.5462646484375,4.288,cfd57fb5-971b-4813-97e7-b3ec4e18c24a,24apr2026,196,1001748,13,OYO,AFIJIO,ILORA II,ODOFIN/IDI OMON,2046. OYO,23946. AFIJIO,7213. ILORA II,1001748. ODOFIN/IDI OMON
23apr2026,24apr2026,collect:kyBr6JX0JK3HxfeV,1001766,24apr2026,"ALHAJI MUSTAPHA HOUSE AKEGILOWO, ILORA",01may2026,"Under the fruit tree opp Alh MUSTAPHA house,AKEGILOWO Ilora",7.8086219,3.8910504,320.328125,4.073,49e7993f-be70-4196-b891-9fbcc98a9a23,24apr2026,203,1001766,31,OYO,AFIJIO,ILORA I,AKEGILOWO,2046. OYO,23946. AFIJIO,7214. ILORA I,1001766. AKEGILOWO
24apr2026,24apr2026,collect:kyBr6JX0JK3HxfeV,1001767,24apr2026,"BABA GUAN HOUSE,ALATISE ILORA",03may2026,"UNDER THE ALASI HOUSE, ALATISE ILORA",7.8110443,3.8915679,311.4715576171875,4.073,42f06438-b56d-431f-ae05-6d32e876d7cb,24apr2026,201,1001767,32,OYO,AFIJIO,ILORA I,ALATISE,2046. OYO,23946. AFIJIO,7214. ILORA I,1001767. ALATISE
24apr2026,24apr2026,collect:kyBr6JX0JK3HxfeV,1001768,24apr2026,"PA OLAYEMI HOUSE,OPELOYERU ILORA",02may2026,"OPELOYERU EVENT HALL, OPELOYERU ILORA",7.8075922,3.8802995,329.6573486328125,4.931,62214f02-2626-4922-8f4a-20771f5bf69a,24apr2026,202,1001768,33,OYO,AFIJIO,ILORA I,OPELOYERU,2046. OYO,23946. AFIJIO,7214. ILORA I,1001768. OPELOYERU
25apr2026,25apr2026,collect:kyBr6JX0JK3HxfeV,1001769,25apr2026,"DN Oguntola House,Oloke Ilora",04may2026,"Dn Oguntola House Oloke,Ilora",7.8084028,3.8970559,335.3373413085938,4.716,3e0d4997-bb57-4c61-a1d8-ff5b092b6cf6,25apr2026,205,1001769,34,OYO,AFIJIO,ILORA I,OLOKE ILORA,2046. OYO,23946. AFIJIO,7214. ILORA I,1001769. OLOKE ILORA
26apr2026,26apr2026,collect:kyBr6JX0JK3HxfeV,1001798,26apr2026,"Chief Babarinde Olarogba House, Baaki, Akinmoorin",08may2026,"Under the in Baaki Compound. Baaki, Jobele",7.7887073,3.9441576,322.7418212890625,4.716,df40c2aa-2203-4358-91e3-d8dceef53534,26apr2026,215,1001798,63,OYO,AFIJIO,AKINMORIN/JOBELE,BAAKI,2046. OYO,23946. AFIJIO,7217. AKINMORIN/JOBELE,1001798. BAAKI
24mar2026,24mar2026,collect:NHfBoNE1ycepioxW,1002011,24mar2026,ILE IYALAJE ABA SANUSI ISALE OLA SEPETERI,20apr2026,Iyalaje compound Aba SANUSI sepeteri,8.6278694,3.6428494,367.0239868164062,3.9,8cf0588b-fa82-414a-81e8-0f4f5762949a,24mar2026,183,1002011,276,OYO,SAKI EAST,SEPETERI IV,ABA SANUSI,2046. OYO,23976. SAKI EAST,7246. SEPETERI IV,1002011. ABA SANUSI
24mar2026,24mar2026,collect:NHfBoNE1ycepioxW,1002053,24mar2026,"Eleyele compound isale agbede,aba agbede",16mar2026,Eleyele compound isale agbede aba agbede sepeteri,8.629511300000001,3.6439092,366.0482177734375,4.269,33c474f7-f148-400f-9bb3-20ebaafa8574,24mar2026,181,1002053,318,OYO,SAKI EAST,SEPETERI III,ABA BABA AGBEDE,2046. OYO,23976. SAKI EAST,7247. SEPETERI III,1002053. ABA BABA AGBEDE
24mar2026,24mar2026,collect:NHfBoNE1ycepioxW,1002067,24mar2026,ILA ARAOKANMI GAA YERIMO,17apr2026,ARAOKANMI COMPOUND GAA YERIMO,8.624412400000001,3.6415815,373.5437622070312,4.63,76d85ff2-8e78-419b-81f8-5bf4167410aa,24mar2026,174,1002067,332,OYO,SAKI EAST,SEPETERI II,GAA YERIMO  DODO,2046. OYO,23976. SAKI EAST,7248. SEPETERI II,1002067. GAA YERIMO  DODO
17mar2026,18mar2026,collect:7a2Mk56obMNzr50S,1002269,13mar2026,Community Square,02apr2026,Community Square,7.9126335,4.1553692,355.5538330078125,3.752,e577f245-aa3e-49a5-a3d9-41b49f663453,18mar2026,141,1002269,534,OYO,OGO-OLUWA,LAGBEDU,LAGBEDU ISALE,2046. OYO,23968. OGO-OLUWA,7311. LAGBEDU,1002269. LAGBEDU ISALE
17mar2026,18mar2026,collect:7a2Mk56obMNzr50S,1002270,13mar2026,Community Square,30mar2026,Community Square,7.9110918,4.1544332,380.2602539,4.288,b3de7eff-a915-489f-85e0-fd3d556a6e59,18mar2026,140,1002270,535,OYO,OGO-OLUWA,LAGBEDU,LAGBEDU OKE,2046. OYO,23968. OGO-OLUWA,7311. LAGBEDU,1002270. LAGBEDU OKE
17mar2026,17mar2026,collect:7a2Mk56obMNzr50S,1002271,13mar2026,Community Square,30mar2026,Community Square,7.9119331,4.1535027,373.6242676,3.216,0926dfde-b681-4be8-b374-ad1af44460bf,18mar2026,139,1002271,536,OYO,OGO-OLUWA,LAGBEDU,LAGBEDU AARIN,2046. OYO,23968. OGO-OLUWA,7311. LAGBEDU,1002271. LAGBEDU AARIN
17mar2026,17mar2026,collect:YsAYkdUu6EWZgIhf,1002419,17mar2026,Ogunranti Community,,,,,,,,,,,,,,,,,,,
,17mar2026,Ogunranti Community,7.5416786,4.0053024,257.5442504882812,4.288,cf17abfb-f409-4d8f-aa13-14d8039aab22,17mar2026,132,1002419,684,OYO,LAGELU,OGUNREMI/OGUNSINA,OGUNRANTI,2046. OYO,23965. LAGELU,7327. OGUNREMI/OGUNSINA,1002419. OGUNRANTI,,,,,
25apr2026,25apr2026,collect:NFlxQrjqe64CGckd,1002618,25apr2026,AJIJOBAALE HOUSE UNDER ISIN TREE,04may2026,AJIJOBAALE HOUSE UNDER ISIN TREE,8.2043348,3.405669,313.9207763671875,3.93,fadae4d6-cbce-4244-9abc-327c83bc4c87,25apr2026,207,1002618,883,OYO,ITESIWAJU,OTU II,OLOORO/AJIJOBALEE,2046. OYO,23962. ITESIWAJU,7385. OTU II,1002618. OLOORO/AJIJOBALEE
25apr2026,25apr2026,collect:NFlxQrjqe64CGckd,1002619,25apr2026,IBISE OMODEWU HOUSE OPEN GROUND,06may2026,IBISE OMODEWU HOUSE UNDER ODAN TREE,8.2065123,3.4022573,308.1400146484375,4.109,0c86f9ac-7d37-4044-a477-2347e8c7700e,25apr2026,209,1002619,884,OYO,ITESIWAJU,OTU II,IBISE/OMODEWU,2046. OYO,23962. ITESIWAJU,7385. OTU II,1002619. IBISE/OMODEWU
23mar2026,23mar2026,collect:oJR4NY79CyKeXL6b,1002675,11mar2026,AROWO ELEGUN COMPOUND,23mar2026,AROWO ELEGUN COMPOUND,7.6794824,3.1835069,206.5688477,4.716,e715aee1-16a8-4d2a-9950-a16599d08d9b,23mar2026,153,1002675,940,OYO,IBARAPA NORTH,IGANGAN IV,AROWO ELEGUN ,2046. OYO,23958. IBARAPA NORTH,7414. IGANGAN IV,1002675. AROWO ELEGUN
